slot,validator_id,validator,builder,relay,cl_client,date,slot_in_epoch
[6612140](https://beaconcha.in/slot/6612140),364558,staked.us,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 20:28:23,12
[6612140](https://beaconcha.in/slot/6612140),364558,staked.us,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:28:23,12
[6612141](https://beaconcha.in/slot/6612141),490907,0x8053a7ec7e5500e4cf6bcb86e7e75535da4c86c99717fd4329ff1b88b4beb390620203eac8562550955e84e757386ed9,Flashbots,flashbots,Prysm,2023-06-07 20:28:35,13
[6612142](https://beaconcha.in/slot/6612142),632335,0x8fce2dd97393b726282b51d486eadb7b128c90d7dd8748efe3553675e9342e094db51a36ac0b3600fcde2c4f648b6624,beaverbuild.org,flashbots,Prysm,2023-06-07 20:28:47,14
[6612143](https://beaconcha.in/slot/6612143),79435,stakefish,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:28:59,15
[6612144](https://beaconcha.in/slot/6612144),415329,binance,Titan Builder,flashbots,Prysm,2023-06-07 20:29:11,16
[6612145](https://beaconcha.in/slot/6612145),100492,0x8a4f6bce6a4233b21ead60304675ec8791ab3cb1573a22f889b52b8b09872cc890d7acad93d63165cbb736372a1169e4,builder0x69,blocknative,Prysm,2023-06-07 20:29:23,17
[6612146](https://beaconcha.in/slot/6612146),570682,0xa56bbb62c29efe00dc8e41c38d1fce6c13d2afa6f5ba2153ce332df3122dda80842ebc841d4c96ffa97988e4c4e4536e,builder0x69,agnostic Gnosis,Lighthouse,2023-06-07 20:29:35,18
[6612147](https://beaconcha.in/slot/6612147),596918,0xb30f21146b6ba49eae11d4353fd2a0379d7bef3ffa37092e17a6fffb44253a498f24054508abd4625ebeb6025c5aa811,Flashbots,flashbots,Prysm,2023-06-07 20:29:47,19
[6612148](https://beaconcha.in/slot/6612148),54013,lido,rsync-builder.xyz,bloxroute (regulated),Lighthouse,2023-06-07 20:29:59,20
[6612149](https://beaconcha.in/slot/6612149),71955,lido,rsync-builder.xyz,aestus,Lighthouse,2023-06-07 20:30:11,21
[6612150](https://beaconcha.in/slot/6612150),349780,stakefish,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:30:23,22
[6612151](https://beaconcha.in/slot/6612151),64368,lido,rsync-builder.xyz,ultrasound,Prysm,2023-06-07 20:30:35,23
[6612152](https://beaconcha.in/slot/6612152),302855,coinbase,beaverbuild.org,bloxroute (max profit),Prysm,2023-06-07 20:30:47,24
[6612152](https://beaconcha.in/slot/6612152),302855,coinbase,beaverbuild.org,ultrasound,Prysm,2023-06-07 20:30:47,24
[6612153](https://beaconcha.in/slot/6612153),184022,staked.us,builder0x69,ultrasound,Lighthouse,2023-06-07 20:30:59,25
[6612154](https://beaconcha.in/slot/6612154),601933,stakehound,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:31:11,26
[6612155](https://beaconcha.in/slot/6612155),94420,stakefish,rsync-builder.xyz,ultrasound,Lighthouse,2023-06-07 20:31:23,27
[6612155](https://beaconcha.in/slot/6612155),94420,stakefish,rsync-builder.xyz,agnostic Gnosis,Lighthouse,2023-06-07 20:31:23,27
[6612156](https://beaconcha.in/slot/6612156),463920,lido,Titan Builder,agnostic Gnosis,Lighthouse,2023-06-07 20:31:35,28
[6612157](https://beaconcha.in/slot/6612157),371510,0xb8134cf05665c65deb52448e25d39b26ee30c107ddeacf6fd6c83356c9b778824b85f737a39fb279638c904c04826b76,builder0x69,ultrasound,Lighthouse,2023-06-07 20:31:47,29
[6612158](https://beaconcha.in/slot/6612158),403832,0x99f89f67949b31fbd3da3b543155467ab2364d1203be8f1bceea72f6fad4b2e6928e8bc33a09b3b5cc3f35d600c7b990,builder0x69,flashbots,Prysm,2023-06-07 20:31:59,30
[6612159](https://beaconcha.in/slot/6612159),112922,0xb145e687c080da868ab2bd61b28941ad2a51d4859f52392d2d12452723b97ac980ed40c78cbfab8f8fb3228eb07c8250,rsync-builder.xyz,flashbots,Prysm,2023-06-07 20:32:11,31
[6612160](https://beaconcha.in/slot/6612160),631449,0x95888d0a949e2de44f7028fccca1bb2baee84872a81b7f8676b100a2d0a4143dcab4773909f2c295387e16545dd08730,beaverbuild.org,ultrasound,Prysm,2023-06-07 20:32:23,0
[6612161](https://beaconcha.in/slot/6612161),31195,lido,beaverbuild.org,flashbots,Prysm,2023-06-07 20:32:35,1
[6612162](https://beaconcha.in/slot/6612162),270489,missed,,,Lighthouse,2023-06-07 20:32:47,2
[6612163](https://beaconcha.in/slot/6612163),51402,lido,Titan Builder,agnostic Gnosis,Lighthouse,2023-06-07 20:32:59,3
[6612163](https://beaconcha.in/slot/6612163),51402,lido,Titan Builder,ultrasound,Lighthouse,2023-06-07 20:32:59,3
[6612164](https://beaconcha.in/slot/6612164),221715,0xa8080605be26b5ac4d31d679ec012342d212c0aeb0551ba8b7e59d9da21b59e74482655cda416e79db89ae78b2b2f019,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:33:11,4
[6612165](https://beaconcha.in/slot/6612165),450087,lido,builder0x69,ultrasound,Lodestar,2023-06-07 20:33:23,5
[6612166](https://beaconcha.in/slot/6612166),525777,lido,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:33:35,6
[6612167](https://beaconcha.in/slot/6612167),533388,frax finance,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 20:33:47,7
[6612168](https://beaconcha.in/slot/6612168),495752,0x87305a1cd5dee5dc8903f296dc751ed188094e3f66ee24a3f7a4052a92af4285b1f5cf98b26d79c5c04dc16f163ab77c,Titan Builder,bloxroute (max profit),Teku,2023-06-07 20:33:59,8
[6612168](https://beaconcha.in/slot/6612168),495752,0x87305a1cd5dee5dc8903f296dc751ed188094e3f66ee24a3f7a4052a92af4285b1f5cf98b26d79c5c04dc16f163ab77c,Titan Builder,flashbots,Teku,2023-06-07 20:33:59,8
[6612169](https://beaconcha.in/slot/6612169),484752,lido,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:34:11,9
[6612169](https://beaconcha.in/slot/6612169),484752,lido,beaverbuild.org,agnostic Gnosis,Teku,2023-06-07 20:34:11,9
[6612169](https://beaconcha.in/slot/6612169),484752,lido,beaverbuild.org,ultrasound,Teku,2023-06-07 20:34:11,9
[6612170](https://beaconcha.in/slot/6612170),519608,rocketpool,Flashbots,ultrasound,Lighthouse,2023-06-07 20:34:23,10
[6612171](https://beaconcha.in/slot/6612171),500014,lido,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:34:35,11
[6612172](https://beaconcha.in/slot/6612172),378240,lido,Flashbots,flashbots,Prysm,2023-06-07 20:34:47,12
[6612173](https://beaconcha.in/slot/6612173),281102,0xb3ed2560d453d7d40857f1b0c3a899984426522166a172e955cc15aba82686ae2e9783f4fad5dfb5726a83b31d20c215,builder0x69,flashbots,Teku,2023-06-07 20:34:59,13
[6612174](https://beaconcha.in/slot/6612174),23623,bitcoin suisse,https://eth-builder.com,ultrasound,Teku,2023-06-07 20:35:11,14
[6612174](https://beaconcha.in/slot/6612174),23623,bitcoin suisse,https://eth-builder.com,agnostic Gnosis,Teku,2023-06-07 20:35:11,14
[6612175](https://beaconcha.in/slot/6612175),9984,lido,beaverbuild.org,flashbots,Prysm,2023-06-07 20:35:23,15
[6612176](https://beaconcha.in/slot/6612176),340356,0x819fda9ab9a7db0fa6699ff4ff861c179c5a8d0bffea6df38295423cff0a2ee29b7f3b27cfce4ffef9eb03b11a93f87b,Flashbots,flashbots,Lighthouse,2023-06-07 20:35:35,16
[6612177](https://beaconcha.in/slot/6612177),407426,missed,,,Lighthouse,2023-06-07 20:35:47,17
[6612178](https://beaconcha.in/slot/6612178),215826,lido,beaverbuild.org,agnostic Gnosis,Teku,2023-06-07 20:35:59,18
[6612178](https://beaconcha.in/slot/6612178),215826,lido,beaverbuild.org,ultrasound,Teku,2023-06-07 20:35:59,18
[6612179](https://beaconcha.in/slot/6612179),286791,lido,beaverbuild.org,ultrasound,Prysm,2023-06-07 20:36:11,19
[6612180](https://beaconcha.in/slot/6612180),250585,missed,,,Nimbus,2023-06-07 20:36:23,20
[6612181](https://beaconcha.in/slot/6612181),508996,lido,beaverbuild.org,ultrasound,Prysm,2023-06-07 20:36:35,21
[6612182](https://beaconcha.in/slot/6612182),185441,binance,BloXroute,ultrasound,Lighthouse,2023-06-07 20:36:47,22
[6612183](https://beaconcha.in/slot/6612183),641444,0xa34ba76b7e4d081666f97cf999f1029a5731c5cd0c51d3e27ab4910b83cca923e46405b3231b74fccc5faabfb3d54c83,beaverbuild.org,flashbots,Prysm,2023-06-07 20:36:59,23
[6612184](https://beaconcha.in/slot/6612184),607982,missed,,,Prysm,2023-06-07 20:37:11,24
[6612185](https://beaconcha.in/slot/6612185),7683,coinbase,builder0x69,flashbots,Nimbus,2023-06-07 20:37:23,25
[6612186](https://beaconcha.in/slot/6612186),253730,lido,rsync-builder.xyz,flashbots,Nimbus,2023-06-07 20:37:35,26
[6612187](https://beaconcha.in/slot/6612187),598746,lido,beaverbuild.org,flashbots,Lighthouse,2023-06-07 20:37:47,27
[6612188](https://beaconcha.in/slot/6612188),410680,stakefish,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-06-07 20:37:59,28
[6612188](https://beaconcha.in/slot/6612188),410680,stakefish,rsync-builder.xyz,flashbots,Lighthouse,2023-06-07 20:37:59,28
[6612189](https://beaconcha.in/slot/6612189),422333,staked.us,rsync-builder.xyz,blocknative,Prysm,2023-06-07 20:38:11,29
[6612189](https://beaconcha.in/slot/6612189),422333,staked.us,rsync-builder.xyz,flashbots,Prysm,2023-06-07 20:38:11,29
[6612189](https://beaconcha.in/slot/6612189),422333,staked.us,rsync-builder.xyz,bloxroute (regulated),Prysm,2023-06-07 20:38:11,29
[6612190](https://beaconcha.in/slot/6612190),638665,coinbase,beaverbuild.org,bloxroute (max profit),Prysm,2023-06-07 20:38:23,30
[6612191](https://beaconcha.in/slot/6612191),305920,lido,builder0x69,ultrasound,Teku,2023-06-07 20:38:35,31
[6612192](https://beaconcha.in/slot/6612192),317116,abyss finance,rsync-builder.xyz,bloxroute (regulated),Prysm,2023-06-07 20:38:47,0
[6612193](https://beaconcha.in/slot/6612193),562088,stakefish,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 20:38:59,1
[6612194](https://beaconcha.in/slot/6612194),665911,0xb230025f7506b9226a8f9fe5d5f1bbf3b44a896c3abe6724f46ee4b875f3e495845dd98dde2a96b7c220b23913cce02d,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:39:11,2
[6612195](https://beaconcha.in/slot/6612195),204074,lido,rsync-builder.xyz,ultrasound,Teku,2023-06-07 20:39:23,3
[6612196](https://beaconcha.in/slot/6612196),380056,0x8d327877e5dcff73a58d7f086adc8143273fa23ab257efc1a94ee32479e11876bcee47b6bea2cc540010cf153c002417,rsync-builder.xyz,bloxroute (regulated),Prysm,2023-06-07 20:39:35,4
[6612196](https://beaconcha.in/slot/6612196),380056,0x8d327877e5dcff73a58d7f086adc8143273fa23ab257efc1a94ee32479e11876bcee47b6bea2cc540010cf153c002417,rsync-builder.xyz,blocknative,Prysm,2023-06-07 20:39:35,4
[6612197](https://beaconcha.in/slot/6612197),574072,kraken,beaverbuild.org,bloxroute (max profit),Prysm,2023-06-07 20:39:47,5
[6612197](https://beaconcha.in/slot/6612197),574072,kraken,beaverbuild.org,ultrasound,Prysm,2023-06-07 20:39:47,5
[6612198](https://beaconcha.in/slot/6612198),394449,lido,builder0x69,ultrasound,Lighthouse,2023-06-07 20:39:59,6
[6612199](https://beaconcha.in/slot/6612199),521550,lido,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 20:40:11,7
[6612200](https://beaconcha.in/slot/6612200),359639,lido,beaverbuild.org,flashbots,Prysm,2023-06-07 20:40:23,8
[6612201](https://beaconcha.in/slot/6612201),644603,lido,beaverbuild.org,bloxroute (max profit),Nimbus,2023-06-07 20:40:35,9
[6612202](https://beaconcha.in/slot/6612202),321496,lido,Flashbots,flashbots,Prysm,2023-06-07 20:40:47,10
[6612203](https://beaconcha.in/slot/6612203),377359,0x8237863952c2fde7cb5f37955d116304abc60d7c9b0a2d85b23b9ec16c03376b924f546233d667959ac524c53353afe4,builder0x69,flashbots,Prysm,2023-06-07 20:40:59,11
[6612204](https://beaconcha.in/slot/6612204),510976,lido,rsync-builder.xyz,bloxroute (regulated),Prysm,2023-06-07 20:41:11,12
[6612204](https://beaconcha.in/slot/6612204),510976,lido,rsync-builder.xyz,flashbots,Prysm,2023-06-07 20:41:11,12
[6612204](https://beaconcha.in/slot/6612204),510976,lido,rsync-builder.xyz,blocknative,Prysm,2023-06-07 20:41:11,12
[6612205](https://beaconcha.in/slot/6612205),356104,lido,beaverbuild.org,ultrasound,Teku,2023-06-07 20:41:23,13
[6612206](https://beaconcha.in/slot/6612206),374572,lido,beaverbuild.org,agnostic Gnosis,Lighthouse,2023-06-07 20:41:35,14
[6612206](https://beaconcha.in/slot/6612206),374572,lido,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:41:35,14
[6612206](https://beaconcha.in/slot/6612206),374572,lido,beaverbuild.org,flashbots,Lighthouse,2023-06-07 20:41:35,14
[6612207](https://beaconcha.in/slot/6612207),228887,lido,beaverbuild.org,ultrasound,,2023-06-07 20:41:47,15
[6612207](https://beaconcha.in/slot/6612207),228887,lido,beaverbuild.org,agnostic Gnosis,,2023-06-07 20:41:47,15
[6612209](https://beaconcha.in/slot/6612209),508091,0xa97259fbe5978fdfcb73b82e935d3514720cfaf64b933427f7541c4aff67aaae044a49a33d06531c5d6e6f050a4b568f,Flashbots,ultrasound,Nimbus,2023-06-07 20:42:11,17
[6612209](https://beaconcha.in/slot/6612209),508091,0xa97259fbe5978fdfcb73b82e935d3514720cfaf64b933427f7541c4aff67aaae044a49a33d06531c5d6e6f050a4b568f,Flashbots,agnostic Gnosis,Nimbus,2023-06-07 20:42:11,17
[6612210](https://beaconcha.in/slot/6612210),422586,0x8a0fe5472fee247efbdfe7ca9b50433cdb0d6eff04d9bbfa468dc80df005cd95b59b6a03ef84ca7082227f140168b128,Titan Builder,ultrasound,Teku,2023-06-07 20:42:23,18
[6612210](https://beaconcha.in/slot/6612210),422586,0x8a0fe5472fee247efbdfe7ca9b50433cdb0d6eff04d9bbfa468dc80df005cd95b59b6a03ef84ca7082227f140168b128,Titan Builder,agnostic Gnosis,Teku,2023-06-07 20:42:23,18
[6612211](https://beaconcha.in/slot/6612211),181814,lido,builder0x69,ultrasound,Lighthouse,2023-06-07 20:42:35,19
[6612212](https://beaconcha.in/slot/6612212),307988,lido,builder0x69,ultrasound,Lighthouse,2023-06-07 20:42:47,20
[6612213](https://beaconcha.in/slot/6612213),338745,0x880570e3938907e1ab27574213321c995cbea211eb79a0e85bd7297c4536da7d705b1dcc90cb14cb840a302a314d930f,f1b.io,flashbots,Prysm,2023-06-07 20:42:59,21
[6612214](https://beaconcha.in/slot/6612214),620683,lido,builder0x69,ultrasound,Lighthouse,2023-06-07 20:43:11,22
[6612215](https://beaconcha.in/slot/6612215),321661,rocketpool,builder0x69,flashbots,Teku,2023-06-07 20:43:23,23
[6612216](https://beaconcha.in/slot/6612216),268911,0x8242479b4109130a401c291fac1496a90cdb96f72177255abd7dd0e737620d5a7ae773585c7ea8f18c2dcd828d35ae8b,Flashbots,flashbots,Prysm,2023-06-07 20:43:35,24
[6612217](https://beaconcha.in/slot/6612217),552829,missed,,,Lighthouse,2023-06-07 20:43:47,25
[6612218](https://beaconcha.in/slot/6612218),462528,bitcoin suisse,Flashbots,ultrasound,Nimbus,2023-06-07 20:43:59,26
[6612218](https://beaconcha.in/slot/6612218),462528,bitcoin suisse,Flashbots,agnostic Gnosis,Nimbus,2023-06-07 20:43:59,26
[6612219](https://beaconcha.in/slot/6612219),479113,abyss finance,builder0x69,ultrasound,Nimbus,2023-06-07 20:44:11,27
[6612220](https://beaconcha.in/slot/6612220),626542,stakefish,rsync-builder.xyz,blocknative,Lighthouse,2023-06-07 20:44:23,28
[6612220](https://beaconcha.in/slot/6612220),626542,stakefish,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-06-07 20:44:23,28
[6612221](https://beaconcha.in/slot/6612221),613590,coinbase,rsync-builder.xyz,aestus,Teku,2023-06-07 20:44:35,29
[6612221](https://beaconcha.in/slot/6612221),613590,coinbase,rsync-builder.xyz,bloxroute (max profit),Teku,2023-06-07 20:44:35,29
[6612221](https://beaconcha.in/slot/6612221),613590,coinbase,rsync-builder.xyz,eden,Teku,2023-06-07 20:44:35,29
[6612222](https://beaconcha.in/slot/6612222),404777,lido,Flashbots,flashbots,Teku,2023-06-07 20:44:47,30
[6612223](https://beaconcha.in/slot/6612223),258948,lido,rsync-builder.xyz,ultrasound,Prysm,2023-06-07 20:44:59,31
[6612224](https://beaconcha.in/slot/6612224),507688,lido,builder0x69,flashbots,Lighthouse,2023-06-07 20:45:11,0
[6612225](https://beaconcha.in/slot/6612225),355285,0xa57fc11558e6313921f298500bebffb0c825a045bd0e584e6f5845bdaf901d8b11ba9ff7d2f71ac78d809f68e2cbd094,builder0x69,flashbots,Teku,2023-06-07 20:45:23,1
[6612226](https://beaconcha.in/slot/6612226),165642,lido,beaverbuild.org,ultrasound,Prysm,2023-06-07 20:45:35,2
[6612227](https://beaconcha.in/slot/6612227),599581,lido,beaverbuild.org,bloxroute (max profit),Nimbus,2023-06-07 20:45:47,3
[6612228](https://beaconcha.in/slot/6612228),629515,lido,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:45:59,4
[6612228](https://beaconcha.in/slot/6612228),629515,lido,beaverbuild.org,agnostic Gnosis,Lighthouse,2023-06-07 20:45:59,4
[6612229](https://beaconcha.in/slot/6612229),211617,lido,beaverbuild.org,ultrasound,Prysm,2023-06-07 20:46:11,5
[6612230](https://beaconcha.in/slot/6612230),494396,everstake pool,Flashbots,flashbots,Prysm,2023-06-07 20:46:23,6
[6612231](https://beaconcha.in/slot/6612231),20168,lido,builder0x69,ultrasound,Prysm,2023-06-07 20:46:35,7
[6612232](https://beaconcha.in/slot/6612232),317581,0xa32f819122095bf24e4f8f1fc67d4786daa9dadfaad8ce4e1ab7128fb4021b4982e5985b2a3a1f70951867d91d09043f,rsync-builder.xyz,flashbots,Prysm,2023-06-07 20:46:47,8
[6612233](https://beaconcha.in/slot/6612233),623851,lido,Flashbots,ultrasound,Lighthouse,2023-06-07 20:46:59,9
[6612233](https://beaconcha.in/slot/6612233),623851,lido,Flashbots,agnostic Gnosis,Lighthouse,2023-06-07 20:46:59,9
[6612234](https://beaconcha.in/slot/6612234),202775,lido,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 20:47:11,10
[6612235](https://beaconcha.in/slot/6612235),320233,lido,builder0x69,ultrasound,Lighthouse,2023-06-07 20:47:23,11
[6612236](https://beaconcha.in/slot/6612236),298034,missed,,,Prysm,2023-06-07 20:47:35,12
[6612237](https://beaconcha.in/slot/6612237),241225,0x8618d7889e25f6906a25e27fdd8543649c8e315958a5ce17dc45279b9575752aedd00d3ed152010886ff9c2ec778a931,builder0x69,flashbots,Lighthouse,2023-06-07 20:47:47,13
[6612238](https://beaconcha.in/slot/6612238),549170,missed,,,Nimbus,2023-06-07 20:47:59,14
[6612239](https://beaconcha.in/slot/6612239),126340,lido,builder0x69,ultrasound,Teku,2023-06-07 20:48:11,15
[6612240](https://beaconcha.in/slot/6612240),529684,coinbase,builder0x69,agnostic Gnosis,Lighthouse,2023-06-07 20:48:23,16
[6612241](https://beaconcha.in/slot/6612241),161242,0xa651f6a9abcf4c46889a810f95c40f420d1b754bcfbaad02395c470947f983a34acd4e013330a6ca51e8941f94791d65,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:48:35,17
[6612242](https://beaconcha.in/slot/6612242),405409,0x947f26192348257a53df0d500e919963dd0b561a3d8c71ae2dcca65efb3168a2b915364f646b8d202c867f849a5473a8,builder0x69,ultrasound,Lighthouse,2023-06-07 20:48:47,18
[6612242](https://beaconcha.in/slot/6612242),405409,0x947f26192348257a53df0d500e919963dd0b561a3d8c71ae2dcca65efb3168a2b915364f646b8d202c867f849a5473a8,builder0x69,agnostic Gnosis,Lighthouse,2023-06-07 20:48:47,18
[6612243](https://beaconcha.in/slot/6612243),575081,lido,builder0x69,blocknative,Teku,2023-06-07 20:48:59,19
[6612244](https://beaconcha.in/slot/6612244),501224,stakefish,rsync-builder.xyz,bloxroute (max profit),Prysm,2023-06-07 20:49:11,20
[6612245](https://beaconcha.in/slot/6612245),670178,0xae861d0fa5cb65ec5ee654922cf8e2839075351d90c1899e966091f91dc2ac4ce050f4b7efe0cd273159c081bd3ac9f0,rsync-builder.xyz,flashbots,Prysm,2023-06-07 20:49:23,21
[6612246](https://beaconcha.in/slot/6612246),499349,0xa16d6c0cc8e533d8d299c9cc340e3abaf3b42247c7bc79c5cdc1122133c0fd807c4e01df25f2ebac12f1fef84e0364ba,beaverbuild.org,flashbots,Teku,2023-06-07 20:49:35,22
[6612247](https://beaconcha.in/slot/6612247),509726,stakefish,beaverbuild.org,agnostic Gnosis,Lighthouse,2023-06-07 20:49:47,23
[6612247](https://beaconcha.in/slot/6612247),509726,stakefish,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 20:49:47,23
[6612247](https://beaconcha.in/slot/6612247),509726,stakefish,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:49:47,23
[6612248](https://beaconcha.in/slot/6612248),650675,rocketpool,builder0x69,ultrasound,Nimbus,2023-06-07 20:49:59,24
[6612249](https://beaconcha.in/slot/6612249),388645,lido,builder0x69,agnostic Gnosis,Lighthouse,2023-06-07 20:50:11,25
[6612249](https://beaconcha.in/slot/6612249),388645,lido,builder0x69,ultrasound,Lighthouse,2023-06-07 20:50:11,25
[6612250](https://beaconcha.in/slot/6612250),91563,0xb82d451c2ee2be770bde20563a73f14199e896b32d51f36bf2118377b2376bbcae152192d56cf278385f88d7ceb52d40,builder0x69,flashbots,Nimbus,2023-06-07 20:50:23,26
[6612251](https://beaconcha.in/slot/6612251),608835,lido,rsync-builder.xyz,ultrasound,Nimbus,2023-06-07 20:50:35,27
[6612252](https://beaconcha.in/slot/6612252),295881,binance,rsync-builder.xyz,ultrasound,Lighthouse,2023-06-07 20:50:47,28
[6612253](https://beaconcha.in/slot/6612253),640639,0x8712efc0377a436e9d060d216ee5d0ce5deb6faa6d18b78641357c4a55c1f981b8f11864e4aff293a63a8ed55e920963,Flashbots,flashbots,Prysm,2023-06-07 20:50:59,29
[6612254](https://beaconcha.in/slot/6612254),659596,p2p.org,rsync-builder.xyz,ultrasound,Lighthouse,2023-06-07 20:51:11,30
[6612255](https://beaconcha.in/slot/6612255),669846,lido,rsync-builder.xyz,ultrasound,Lighthouse,2023-06-07 20:51:23,31
[6612256](https://beaconcha.in/slot/6612256),376758,lido,rsync-builder.xyz,ultrasound,Nimbus,2023-06-07 20:51:35,0
[6612257](https://beaconcha.in/slot/6612257),314495,coinbase,builder0x69,ultrasound,Prysm,2023-06-07 20:51:47,1
[6612258](https://beaconcha.in/slot/6612258),198150,kraken,payload.de,agnostic Gnosis,Prysm,2023-06-07 20:51:59,2
[6612258](https://beaconcha.in/slot/6612258),198150,kraken,payload.de,manifold,Prysm,2023-06-07 20:51:59,2
[6612258](https://beaconcha.in/slot/6612258),198150,kraken,payload.de,flashbots,Prysm,2023-06-07 20:51:59,2
[6612258](https://beaconcha.in/slot/6612258),198150,kraken,payload.de,ultrasound,Prysm,2023-06-07 20:51:59,2
[6612259](https://beaconcha.in/slot/6612259),595568,binance,Flashbots,flashbots,Lighthouse,2023-06-07 20:52:11,3
[6612259](https://beaconcha.in/slot/6612259),595568,binance,Flashbots,ultrasound,Lighthouse,2023-06-07 20:52:11,3
[6612260](https://beaconcha.in/slot/6612260),640957,0xb0707dbdcbb395e95fb7449360ba255c9486e96faba7f2b1e77070013480a9b7a3d26a8fab24639a61f98d0733c6c8fd,builder0x69,blocknative,Prysm,2023-06-07 20:52:23,4
[6612261](https://beaconcha.in/slot/6612261),620588,lido,builder0x69,ultrasound,Lighthouse,2023-06-07 20:52:35,5
[6612261](https://beaconcha.in/slot/6612261),620588,lido,builder0x69,agnostic Gnosis,Lighthouse,2023-06-07 20:52:35,5
[6612262](https://beaconcha.in/slot/6612262),368174,0x99cd869529449b7270c9901e3391842e973121e6b307021865d8aa0e577ae990f6c8fefdcd8ed1c114139705aa691f67,builder0x69,flashbots,Prysm,2023-06-07 20:52:47,6
[6612263](https://beaconcha.in/slot/6612263),604109,coinbase,builder0x69,agnostic Gnosis,Lighthouse,2023-06-07 20:52:59,7
[6612263](https://beaconcha.in/slot/6612263),604109,coinbase,builder0x69,ultrasound,Lighthouse,2023-06-07 20:52:59,7
[6612264](https://beaconcha.in/slot/6612264),140012,staked.us,rsync-builder.xyz,bloxroute (max profit),Prysm,2023-06-07 20:53:11,8
[6612265](https://beaconcha.in/slot/6612265),71715,missed,,,Prysm,2023-06-07 20:53:23,9
[6612266](https://beaconcha.in/slot/6612266),494795,0xad549847de72cb37d66b7ec5ae4126a96378b8eb4834bc66c785843597b1222d75d52c5c8a59d1bae2c33843b08c248a,beaverbuild.org,bloxroute (max profit),Prysm,2023-06-07 20:53:35,10
[6612267](https://beaconcha.in/slot/6612267),169487,missed,,,Lighthouse,2023-06-07 20:53:47,11
[6612268](https://beaconcha.in/slot/6612268),493755,rocketpool,beaverbuild.org,ultrasound,Teku,2023-06-07 20:53:59,12
[6612269](https://beaconcha.in/slot/6612269),273549,lido,rsync-builder.xyz,ultrasound,Prysm,2023-06-07 20:54:11,13
[6612270](https://beaconcha.in/slot/6612270),302143,coinbase,builder0x69,flashbots,Prysm,2023-06-07 20:54:23,14
[6612271](https://beaconcha.in/slot/6612271),253736,lido,Flashbots,agnostic Gnosis,Prysm,2023-06-07 20:54:35,15
[6612271](https://beaconcha.in/slot/6612271),253736,lido,Flashbots,ultrasound,Prysm,2023-06-07 20:54:35,15
[6612271](https://beaconcha.in/slot/6612271),253736,lido,Flashbots,flashbots,Prysm,2023-06-07 20:54:35,15
[6612272](https://beaconcha.in/slot/6612272),211353,missed,,,Lighthouse,2023-06-07 20:54:47,16
[6612273](https://beaconcha.in/slot/6612273),3253,lido,builder0x69,ultrasound,Teku,2023-06-07 20:54:59,17
[6612274](https://beaconcha.in/slot/6612274),363579,lido,rsync-builder.xyz,ultrasound,Lighthouse,2023-06-07 20:55:11,18
[6612275](https://beaconcha.in/slot/6612275),379095,lido,beaverbuild.org,agnostic Gnosis,Lighthouse,2023-06-07 20:55:23,19
[6612276](https://beaconcha.in/slot/6612276),536062,0x87d6ecebc11a0114ebd11ce679e01b98aed46b12e061db21fac93837b014f984795f491a129715b841174f075abf6725,builder0x69,flashbots,Prysm,2023-06-07 20:55:35,20
[6612277](https://beaconcha.in/slot/6612277),653249,lido,Manifold,manifold,Prysm,2023-06-07 20:55:47,21
[6612278](https://beaconcha.in/slot/6612278),323816,0xab76f367885d55fad83b9d5df25bde130b40b5fe73940f1a9d4fdc3e5ab25602d4ee37d324fd17d6367c6262a2e580dc,Blocknative,blocknative,Prysm,2023-06-07 20:55:59,22
[6612279](https://beaconcha.in/slot/6612279),605677,lido,Flashbots,flashbots,Lighthouse,2023-06-07 20:56:11,23
[6612279](https://beaconcha.in/slot/6612279),605677,lido,Flashbots,ultrasound,Lighthouse,2023-06-07 20:56:11,23
[6612280](https://beaconcha.in/slot/6612280),488288,lido,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:56:23,24
[6612281](https://beaconcha.in/slot/6612281),298389,lido,BloXroute,bloxroute (max profit),Lighthouse,2023-06-07 20:56:35,25
